lago,fechas_analizadas,promedio_periodo,mediana_periodo,p90_promedios,maximo_promedio,fecha_pico,desviacion_estandar,coeficiente_variacion_pct,umbral_comun_p75,fechas_criticas,frecuencia_fechas_criticas_pct
Amatitlan,11,6.291951569643888,5.746625900268555,9.910918235778809,11.4730224609375,2026-06-19,2.4037984241615837,38.2043376773422,5.478805065155029,6,54.54545454545455
Atitlan,11,1.1524402309547772,1.144205927848816,1.8564884662628172,2.1286091804504395,2026-04-13,0.6059593599262268,52.58054549381704,5.478805065155029,0,0.0
